,Type,Item,Description,Sales Tax Code,Quantity On Hand,Price
,Non-inventory Part,RLT-1,single transmitter,Tax,,24.65
,Non-inventory Part,RLT-1KTK,Single transmitter with proximity.,Tax,,33.32
,Non-inventory Part,seco-k,Seco digital key pad.,Tax,,180
,Non-inventory Part,SK-1123-SQ,SECO Outdoor Keypad,Tax,,250
,Non-inventory Part,SK-2323-SdQ,Seco Outdoor digital key pad.,Tax,,250
,Non-inventory Part,Smart Board,,Tax,,680
,Non-inventory Part,snaak1k-2fm,Single key chain transmitter,Tax,,42
,Non-inventory Part,snaak1v-2fm,"Autokey, single visor transmitters",Tax,,38
,Non-inventory Part,snaakrec,"Autokey, radio receiver",Tax,,0
,Non-inventory Part,SSX-515,Strope Light with Siren,Tax,,125
,Non-inventory Part,ST,Stanley Transmitter 1-Button,Tax,,28
,Non-inventory Part,TDial VF,Phone Entry System two line Super Briht Fluorecent  Display.,Tax,,2150
,Non-inventory Part,VK-C1000,Door Entry Controller,Tax,,261
,Non-inventory Part,VK-W2000,Intercom Unit Residential,Tax,,250
,Other Charge,013-061,Mounting Plate,Tax,,20
,Other Charge,013-062,Mounting Bolt,Tax,,15
,Other Charge,014-032,By-pass board,Tax,,180
,Other Charge,Credit,Down Payment,Non,,0
,Other Charge,Fin Chg,Finance Charges on Overdue Balance,,,18%
,Other Charge,Other,misc.,Non,,0
,Other Charge,P/P,Porta Power,Non,,55
,Other Charge,Restocking Fee,Restocking fee from manufacturer,Tax,,0
,Other Charge,Shipping,Shipping,Non,,25
,Subtotal,Reimb Subt,Reimbursable Expenses Subtotal,,,
,Group,Reimb Group,Total Reimbursable Expenses,,,
,Discount,Discount,Senior Discount,Non,,-10%
,Discount,Discount-1,Contractor Discount,Tax,,-30%
,Sales Tax Item,Kern County,Sales Tax,,,8.25%
,Sales Tax Item,L. A. County,Sales Tax,,,8.25%
,Sales Tax Item,L. A. County - Azusa,Sales Tax,,,9.25%
,Sales Tax Item,L. A. County - L.A. City,Sales Tax,,,9.25%
,Sales Tax Item,L. A. County / L.A. City,Sales Tax,,,9.75%
,Sales Tax Item,L.A. - Compton',Sales Tax,,,9.75%
,Sales Tax Item,L.A. - Culver City',Sales Tax,,,9.25%
,Sales Tax Item,L.A. - El Monte',Sales Tax,,,9.25%
,Sales Tax Item,L.A. - Inglewood',Sales Tax,,,9.25%
,Sales Tax Item,L.A. - Long Beach',Sales Tax,,,9.75%
,Sales Tax Item,L.A. - Los Angeles City',Sales Tax,,,8.75%
,Sales Tax Item,L.A. - Pico Rivera',Sales Tax,,,9.75%
,Sales Tax Item,L.A. - Santa Monica',Sales Tax,,,9.25%
,Sales Tax Item,L.A. - So. El Monte',Sales Tax,,,9.25%
,Sales Tax Item,L.A. -City of Commerce',Sales Tax,,,9.25%
,Sales Tax Item,L.A. County,Sales Tax,,,9.25%
,Sales Tax Item,L.A. County-El Monte*,Sales Tax,,,9.5%
,Sales Tax Item,L.A. County ',Sales Tax,,,8.75%
,Sales Tax Item,L.A. County - Azusa,Sales Tax,,,8.25%
,Sales Tax Item,L.A. County - El Monte,Sales Tax,,,9.75%
,Sales Tax Item,L.A. County - Inglewood,Sales Tax,,,9.75%
,Sales Tax Item,L.A. County - L.A. City,Sales Tax,,,8.25%
,Sales Tax Item,L.A. County - Pico Rivera,Sales Tax,,,10.25%
,Sales Tax Item,L.A. County - South Gate,Sales Tax,,,9.25%
,Sales Tax Item,L.A. County / Azusa,Sales Tax,,,9.75%
,Sales Tax Item,L.A. County / El Monte,Sales Tax,,,10.25%
,Sales Tax Item,L.A. County / Inglewood,Sales Tax,,,10.25%
,Sales Tax Item,L.A. County / Pico Rivera,Sales Tax,,,10.75%
,Sales Tax Item,L.A. County / Santa Monica,Sales Tax,,,10.25%
,Sales Tax Item,L.A. County / South Gate,Sales Tax,,,10.75%
,Sales Tax Item,L.A. County*,Sales Tax,,,9%
,Sales Tax Item,L.A. County/Inglewood*,Sales Tax,,,9.5%
,Sales Tax Item,L.A. County/Los Angeles*,Sales Tax,,,9%
,Sales Tax Item,L.A. County/Pico Rivera*,Sales Tax,,,10%
,Sales Tax Item,L.A. County/S. El Monte*,Sales Tax,,,9.5%
,Sales Tax Item,L.A. County/Santa Monica*,Sales Tax,,,9.5%
,Sales Tax Item,L.A. County/So. El Monte,Sales Tax,,,10.25%
,Sales Tax Item,L.A. County/South Gate*,Sales Tax,,,10%
,Sales Tax Item,LA-Hawthorne 4/1/18,Sales Tax,,,10.25%
,Sales Tax Item,LA - Compton 10/1/17,Sales Tax,,,10.25%
,Sales Tax Item,LA - Downey 10/1/17,Sales Tax,,,10%
,Sales Tax Item,LA - El Monte 10/1/17,Sales Tax,,,10%
,Sales Tax Item,LA - Long Beach 10/1/17,Sales Tax,,,10.25%
,Sales Tax Item,LA - Santa Monica 10/1/17,Sales Tax,,,10.25%
,Sales Tax Item,LA County-Arcadia 1/1/2020,Sales Tax,,,10.25%
,Sales Tax Item,LA County-Burbank 4/1/19,Sales Tax,,,10.25%
,Sales Tax Item,LA County-Covina 4/1/19,Sales Tax,,,10.25%
,Sales Tax Item,LA County-Glendale 4/1/19,Sales Tax,,,10.25%
,Sales Tax Item,LA County-Glendora 7/1/19,Sales Tax,,,10.25%
,Sales Tax Item,LA County-La Puente 4/1/19,Sales Tax,,,10%
,Sales Tax Item,LA County-Long Beach 7/1/19,Sales Tax,,,10.25%
,Sales Tax Item,LA County-Pasadena 4/1/19,Sales Tax,,,10.25%
,Sales Tax Item,LA County-Pomona 4/1/19,Sales Tax,,,10.25%
,Sales Tax Item,LA County-S.El Monte 10/1/18,Sales Tax,,,10%
,Sales Tax Item,LA County-Sta Fe Springs 4/1/19,Sales Tax,,,10.5%
,Sales Tax Item,LA County - 10/1/17,Sales Tax,,,9.5%
,Sales Tax Item,LA County - 7/1/17,Sales Tax,,,9.25%
,Sales Tax Item,LA County - Commerce 10/1/17,Sales Tax,,,10%
,Sales Tax Item,LA County - Inglewood 7/15/19,Sales Tax,,,10%
,Sales Tax Item,LA County - Irwindale 4/1/2020,Sales Tax,,,10.25%
,Sales Tax Item,LA County - LA City,Sales Tax,,,8.75%
,Sales Tax Item,LA County - Monrovia 4/1/2020,Sales Tax,,,10.25%
,Sales Tax Item,LA County - Pico Rivera,Sales Tax,,,9.75%
,Sales Tax Item,LA County - Sierra Madre 4/1/20,Sales Tax,,,10.25%
,Sales Tax Item,LA County - So El Monte,Sales Tax,,,9.25%
,Sales Tax Item,LA County - So. Pasadena 4/1/20,Sales Tax,,,10.25%
,Sales Tax Item,LA County -LA city 7/1/17,Sales Tax,,,9.25%
,Sales Tax Item,"LA County, El Monte",Sales Tax,,,9.25%
,Sales Tax Item,LA County. Azusa,Sales Tax,,,8.75%
,Sales Tax Item,LA County/ LA City 10/1/17,Sales Tax,,,9.5%
,Sales Tax Item,LA county/ So el Monte 7-1,Sales Tax,,,9.75%
,Sales Tax Item,LA So. El Monte 10/1/17,Sales Tax,,,10%
,Sales Tax Item,Los Angeles County,Sales Tax,,,9.75%
,Sales Tax Item,Los Angeles County.,Sales Tax,,,8.75%
,Sales Tax Item,Montclair,Sales Tax,,,8%
,Sales Tax Item,OC - Garden Grove 7/1/19,Sales Tax,,,8.75%
,Sales Tax Item,Orange C. - La Habra',Sales Tax,,,8.25%
,Sales Tax Item,Orange County,Sales Tax,,,7.75%
,Sales Tax Item,Orange County',Sales Tax,,,8.75%
,Sales Tax Item,Orange County-Sta Ana 4/1/19,Sales Tax,,,9.25%
,Sales Tax Item,Orange County - 10/1/17,Sales Tax,,,7.75%
,Sales Tax Item,Orange County - Garden Grove,Sales Tax,,,8.75%
,Sales Tax Item,Orange County - La Habra,Sales Tax,,,9.25%
,Sales Tax Item,Orange County - La Habra H. *,Sales Tax,,,9%
,Sales Tax Item,Orange County - La Habra*,Sales Tax,,,8.5%
,Sales Tax Item,Orange County - Laguna Beach,Sales Tax,,,9.25%
,Sales Tax Item,Orange County - Seal Beach,Sales Tax,,,7.75%
,Sales Tax Item,Orange County - Seal Beach',Sales Tax,,,8.75%
,Sales Tax Item,Orange County - Stanton',Sales Tax,,,8.75%
,Sales Tax Item,Orange County / Laguna Beach,Sales Tax,,,8.75%
,Sales Tax Item,Orange County*,Sales Tax,,,8%
,Sales Tax Item,Out of State,"Out-of-state sale, exempt from sales tax",,,0%
,Sales Tax Item,Partial exemption,Sales Tax,,,3.9375%
,Sales Tax Item,Riverside,Sales Tax,,,7.75%
,Sales Tax Item,Riverside County,Sales Tax,,,8.75%
,Sales Tax Item,Riverside County',Sales Tax,,,7.75%
,Sales Tax Item,Riverside County*,Sales Tax,,,8%
,Sales Tax Item,San B. - City of San Bern.,Sales Tax,,,9%
,Sales Tax Item,San B. - Montclair,Sales Tax,,,9%
,Sales Tax Item,San Bern - City of San Bern',Sales Tax,,,8%
,Sales Tax Item,San Bern - Montclair',Sales Tax,,,8%
,Sales Tax Item,San Bern. County - City*,San Bernardino County - City*,,,8.25%
,Sales Tax Item,San Bernardino County,Sales Tax,,,8.75%
,Sales Tax Item,San Bernardino County',Sales Tax,,,7.75%
,Sales Tax Item,San Bernardino County*,Sales Tax,,,8%
,Sales Tax Item,San Diego,Sales Tax,,,7.75%
,Sales Tax Item,San Diego County,Sales Tax,,,8.75%
,Sales Tax Item,SN Bernardino - City,Sales Tax,,,8%
,Sales Tax Item,SN Bernardino -Montclair,Sales Tax,,,8%
,Sales Tax Item,SN Bernardio,Sales Tax,,,7.75%
,Sales Tax Item,Tax Exempt,Sales Tax,,,0%
,Sales Tax Item,Ventura Co.,Sales Tax,,,7.25%
,Sales Tax Item,Ventura County,Sales Tax,,,8.25%
